,name,name_description,name_category,name_gender
2125,Arleta,"Arleta, Arletta — imię żeńskie; powstało prawdopodobnie jako zdrobnienie germańskiego imienia Carletta (Karletta), żeńskiej formy imienia Karl (Karol). 
",german,female
2126,Aspazy,"Aspazy – imię męskie pochodzenia greckiego. Wywodzi się  słowa aspasios oznaczającego ""powitanie"". Imię to na oboczną wersję Aspazjusz.
Jego patronem jest św. Aspazjusz, biskup, żyjący w VI wieku. 
",greek,male
2127,Aurora,"Aurora – imię żeńskie[1] pochodzenia łacińskiego oznaczające „jutrzenkę”. Imię pochodzi od bogini Aurory, identyfikowanej później z grecką Eos.
",latin and romanic,female
2128,Aureliusz,"Aureliusz – imię męskie pochodzące od nazwy rzymskiego rodu Aurelia, która z kolei pochodzi od łacińskiego aureolus – ""złocisty"", co mogło znaczyć także ""wspaniały"". Imię to posiada licznych świętych patronów[1].
",other,male
2129,Asteria,"Asteria – żeński odpowiednik imienia Asteriusz. Patronką tego imienia jest św. Asteria, zm. w 310 roku.
",greek,female
2130,Aurelian,"Aurelian — imię męskie pochodzenia łacińskiego (Aurelianus). Pierwotnie przydomek (cognomen) od gentilicium Aurelius, oznaczający ""należący do rodu Aurelia"", a wywodzi się pośrednio od słowa oznaczającego ""złoty"", aureolus – ""złocisty""[1]. Możliwe jest też pochodzenie imienia od nazwy szczepu galijskiego Aureliani ze stolicą w Cenabum (późniejsze Aurelianensis, dzisiejszy Orlean)[2].
",latin and romanic,male
2131,Auksenty,"Auksenty – imię męskie pochodzenia grecko-łacińskiego, oznaczające ""kwitnący"". Pochodzi od nazwy rodowej utworzonej od gr. Auxēnōn, Auksanon, związanego z czasownikiem auksanō — ""kwitnę"". Istnieje przynajmniej sześciu świętych patronów tego imienia, w tym święty z Bitynii.
",latin and romanic,male
2132,Augustyna,"Augustyna - żeński odpowiednik imienia Augustyn.
",latin and romanic,female
2133,Awit,"Awit — imię męskie pochodzenia łacińskiego, pochodzące od łacińskiego przymiotnika pospolitego avitus, który oznaczał ""pochodzący od przodków, wrodzony, dziedziczny"". Istniało 8 świętych o tym imieniu[1]. W Polsce Awit nadawany jest co najmniej od 1777 roku[2]. 
",latin and romanic,male
2134,Augustyn,"Augustyn – imię męskie pochodzenia łacińskiego od łac. Augustinus, utworzone od przydomka ‘Augustus’, nadanego Oktawianowi przez senat[1], oznaczające „należący do Augusta”.
",latin and romanic,male
2135,Augusta,"Augusta – żeński odpowiednik imienia August.
",latin and romanic,female
2136,Atenaida,"Atenaida (gr. Athenais) – imię żeńskie pochodzenia greckiego. Oznacza: ""przynależna do Ateny"".
",greek,female
2137,August,"August – imię męskie pochodzenia łacińskiego. Wywodzi się od przymiotnika augustus, nadanego jako przydomek Oktawianowi przez Senat i oznaczającego „dostojny, boski, majestatyczny, poświęcony, święty, czcigodny, pomyślny, wzniosły”. Przymiotnik ten pochodzi od rzeczownika augur i pierwotnie odnosił się tylko do rzeczy, tłumacząc się jako „uświęcony przez (dobre) przepowiednie, znaki” lub „przedsięwzięty pod sprzyjającymi znakami”[1]. Po raz pierwszy imię August zostało poświadczone w Polsce w 1349[2] roku, w łac. formie Augustus[3].
",latin and romanic,male
2138,Atanazy,"Atanazy — imię męskie pochodzenia greckiego. Wywodzi się od słowa oznaczającego ""nieśmiertelny"" (gr. athanasios).
",greek,male
2139,Astryda,"Astryda – imię żeńskie pochodzenia germańskiego, złożone ze staronorweskich wyrazów áss – ""bóg"" i fríðr – ""piękna"" (mogło zatem oznaczać ""piękna jak bóg""). Patronką tego imienia jest bł. Astryda.
",german,female
2140,Askaniusz,"Askaniusz (łac. Ascanius, gr. Askanios) – imię męskie pochodzenia greckiego, wywodzące się od gr. wyrazu askàniosdi o nieznanej etymologii[1].
",greek,male
2141,Asaf,"Asaf – imię męskie pochodzenia hebrajskiego, oznaczające ""zbieracz"". Imię to nosiło kilka pomniejszych postaci w Starym Testamencie, m.in. Asaf, Lewita, a także kilku świętych (Święty Asaf).
",hebrew,male
2142,Arystyda,"Arystyda – imię żeńskie pochodzenia greckiego, od gr. Αριστειδης (Aristeides), co oznacza ""najlepszy rodzaj"", stanowiąc złożenie członów αριστος (aristos) – ""najlepszy"" i ειδος (eidos) – ""rodzaj, gatunek"". Żeński odpowiednik imienia Arystydes, którego patronem w Kościele katolickim jest św. Arystydes Marcjanus (II wiek).
",greek,female
2143,Arystion,"Arystion – imię pochodzi z greki od przymiotnika znaczącego tyle co najlepszy. Jest zdrobnieniem od imienia Aryst i jednocześnie określeniem syna Arysta. Łacińskim odpowiednikiem jest Aristion. Imieniny obchodzi 22 lutego i 17 października.
",greek,male
2144,Arystydes,"Arystydes — imię męskie pochodzenia greckiego, od gr. Αριστειδης (Aristeides), co oznacza ""najlepszy rodzaj"", stanowiąc złożenie członów αριστος (aristos) - ""najlepszy"" i ειδος (eidos) - ""rodzaj, gatunek"". Najsłynniejszą postacią o tym imieniu był Arystydes, ateński polityk i wódz, nazywany Sprawiedliwym. Patronem tego imienia w Kościele katolickim jest św. Arystydes Marcjanus (II wiek).
",greek,male
2145,Arystea,"Arystea (gr. Aristea) – imię żeńskie pochodzenia greckiego. Oznacza: ""szlachetna, arystokratka"".
",greek,female
2146,Artemiusz,"Artemiusz – imię męskie, pochodzenia greckiego, w wersji Αρτέμιος/Artemios wywodzące się od imienia bogini Artemidy, a w wersji Ἀρτεμής/Artemes znaczące ""bezpieczny, idealnego zdrowia"". Imię to nosiło kilku świętych. Forma żeńska – Artemia.
",greek,male
2147,Arwid,"Arwid — imię męskie[1], złożone ze staronordyjskich elementów ari — ""orzeł"" i viðr — ""las""[2]. 
",other,male
2148,Artemia,"Artemia — imię żeńskie pochodzenia greckiego, wywodzące się od imienia bogini Artemidy, a oznaczające ""zdrowa"" lub ""należąca do Artemidy, poświęcona Artemidzie"". Żeński odpowiednik imienia Artemiusz. Istnieją trzy święte o tym imieniu, m.in. św. Artemia z Kordoby.  
",greek,female
2149,Arseniusz,"Arseniusz – imię męskie pochodzenia greckiego. Wywodzi się od słowa ἀρσεν (arsen) oznaczającego ""męski"".
",greek,male
2150,Arnulf,"Arnulf, Arnolf – imię męskie pochodzenia germańskiego. Pierwszy człon imienia stanowi arn – staro-wysoko-niemiecki (stwniem.)-frankoński, średnio-dolno-niemiecki (śrdniem.) arn („orzeł”); drugim członem jest wolf – germ. wulfa > wolfa („wilk”); stwniem. wolf. Formy z -ulf są odbiciem zromanizowanego germ. -wulf. Wariantami drugiego członu są: -wulf, który stanowi kontynuację najstarszej, germańskiej formy, zachowanej w śrdniem. i dolnoniemiecki (dniem.), oraz -wolf, kontynuacja młodszej formy germańskiej, przejętej przez stwniem., średnio-wysoko-niemiecki (śrwniem.) i nowoniemiecki[1]. Imię to notowane było w Polsce już w średniowieczu, w formie (Arnolf) (1219), Arnolfus (Arnulf) (1435)[2]. Niektóre możliwe staropolskie zdrobnienia: Arnek, Arnko[1].
",german,male
2151,Artemizja,"Artemizja – greckie imię żeńskie.
",greek,female
2152,Arystarch,"Arystarch – imię męskie pochodzenia greckiego oznaczające tyle co najlepszy władca.
",greek,male
2153,Artemon,"Artemon — imię męskie wywodzące się od imienia wczesnochrześcijańskiego biskupa św. Artemona.
",other,male
2154,Arsacjusz,"Arsacjusz, Arzacjusz — imię męskie o skomplikowanej etymologii, zapośredniczone przez łacinę (tu: Arsacius) z greki (tu: Arsákios), dokąd zostało przejęte od Medów i Persów, gdzie było imieniem dynastii Arsacydów, której założycielem był Arsakes. Arsakes zaś i irań. Aršak, to staroperskie imię z elementem arša- — ""mąż"". 
",other,male
2155,Artur,"Artur, Artus wymowa i – imię męskie pochodzenia celtyckiego. Powstało ze złożenia dwóch wyrazów wywodzących się z języków celtyckich: Art – niedźwiedź, ur – młody, piękny, kwitnący. Podstawę imienia może także stanowić celtyckie słowo ard – wysoki, szlachetny.
",other,male
2156,Arnold,"Arnold – imię męskie pochodzenia germańskiego. Stanowi złożenie członów oznaczających „orzeł” i „panujący”. Jednym z patronów tego imienia w Kościele katolickim jest Arnold Janssen. 
",german,male
2157,Armin,"Armin – oboczna forma imienia Herman.
",german,male
2158,Armida,"Armida – imię żeńskie pochodzenia włoskiego, które rozpowszechniło się dzięki poematowi Torquata Tassa La Gerusalemme liberata (Jerozolima wyzwolona) z 1581 roku, w którym jedna z postaci nosi imię Armida[1]. W związku z tym, że Jerozolima wyzwolona była chętnie wykorzystywana przez twórców operowych, imię to noszą także postaci z oper Rinaldo G.F. Händla, Armida w egipskim obozie A. Vivaldiego, Armida J. Haydna, Armida A. Salieriego, Armida porzucona N. Jommellego, Armida Ch.W. Glucka, Armida G. Rossiniego, Armida C.H. Grauna, Armida J.-B. Lully'ego, Armida A. Dvořáka oraz z kantaty Armida J. Myslivečka.
",latin and romanic,female
2159,Arkadiusz,"Arkadiusz – imię męskie pochodzenia greckiego. Wywodzi się od słowa Αρκαδικóς/Arkadikós oznaczającego ""pochodzący z Arkadii"".
",greek,male
2160,Arkady,"Arkady jest to oboczna forma imienia Arkadiusz.
",greek,male
2161,Ariela,"Ariela – żeński odpowiednik imienia Ariel. Posiadaczka imienia imieniny obchodzi 16 listopada.
",hebrew,female
2162,Arkadia,"Arkadia – imię żeńskie pochodzenia greckiego. Wywodzi od słowa (arkadios) oznaczającego ""pochodząca z Arkadii, krainy szczęśliwości"".
",greek,female
2163,Ariel,"Ariel (hebr. אֲרִיאֵל) – imię męskie pochodzenia biblijnego. Wywodzi się od hebrajskich słów oznaczających ""lew Boga"". W Starym Testamencie używane było jako alternatywna nazwa miasta Jerozolima. Żeńska forma to Ariela.
",hebrew,male
2164,Ariana,"Ariana – żeński odpowiednik imienia Arian pochodzenia łacińskiego[1].
",latin and romanic,female
2165,Arian,"Arian[a] – imię męskie, pochodzenia prawdopodobnie grecko-łacińskiego. Jego patronem jest św. Arian, wspominany razem ze św. Teotykiem[1].
",greek,male
2166,Ariadna,"Ariadna – imię żeńskie pochodzenia greckiego (gr. ari - ""naj"", adne - ""czysta, święta, szlachetna""). Patronką tego imienia jest św. Ariadna z Frygii (zm. 130).
",greek,female
2167,Argea,"Argea – imię żeńskie pochodzenia greckiego; żeński odpowiednik imienia Argeus, pochodzącego od greckiego Arges i oznaczającego ""jasny, błyszczący"". Patronem tego imienia jest św. Argeus (III/IV wiek), wspominany razem ze swymi braćmi: św. Narcyzem i św. Marcelinem.
",greek,female
2168,Aretas,"Aretas – zhellenizowane aramejskie imię Haretat, którego żeńskim odpowiednikiem jest Areta. Istnieje kilku świętych patronów tego imienia jest św. Aretas, zm. w 523 roku.
",other,female
2169,Areta,"Areta – imię żeńskie niejasnego pochodzenia. Józef Bubak łączy je ze skróconą formą Małgorzaty (niem. Margareta), powstałą na gruncie niemieckim[1]. Imię to nosiła także postać z mitologii greckiej, królowa Feaków, której imię stanowi przymiotnik odczasownikowy od wyrazu αραομαι (araomai) (""modlę się o coś, gorąco pragnę"") i oznacza ""dziecko upragnione"" (por. Dezyderia, Aspazja)[2]. Można także spotkać się z poglądem, iż imię to pochodzi od greckiego słowa αρετη (areté) oznaczającego ""cnotę"", ""męstwo""[3]; Areta stanowiłaby wówczas żeński odpowiednik męskiego imienia Aretas[4].
",greek,female
2170,Arediusz,"Arediusz – imię męskie pochodzenia greckiego, z gr. Aridaios, które zostało przyswojone za pośrednictwem łaciny. Prawdopodobnie jednak pierwotnie wywodzi się z języka perskiego, w którym występuje słowo aridai, oznaczające ""mocny, silny"". Szczególnie często występowało w Macedonii.
",greek,male
2171,Archip,"Archip – imię męskie[1] pochodzenia greckiego, złożone z członów: αρχος (archos), oznaczającego  ""mistrz"" oraz ‘ιππος (híppos) – ""koń""[2]. 
",greek,male
2172,Archibald,"Archibald – forma oboczna imienia Erchembod – imię męskie pochodzenia germańskiego, złożone z członów ercan (""prawdziwy, autentyczny"") i bald (""śmiały, odważny""). Inną formą oboczną jest imię Erchembald, a w Polsce występowało w formie Archibald, Archambałt, Archambuł, Erkinbold i Erkambaldus. Według stanu na 17 stycznia 2015 r. imię to miało w Polsce 5 nadań[1].  
",german,male
2173,Argeus,"Argeus – imię męskie pochodzenia greckiego, pochodzące od greckiego Arges i oznaczające ""jasny, błyszczący"". Patronem tego imienia jest św. Argeus (III/IV wiek), wspominany razem ze swymi braćmi: śwśw. Narcyzem i Marcelinem.
",greek,male
2174,Ardalion,"Ardalion — imię męskie, prawdopodobnie pochodzące od łac. ardalio — ""skrzętny, krzątający się""[1]. Jego patronem jest św. Ardalion, komediant[2].
",latin and romanic,male
2175,Argymir,"Argymir – imię męskie pochodzenia greckiego. Jego patronem jest św. Argymir, męczennik w Kordowie (IX wiek).
",greek,male
2176,Archelaus,"Archelaus – zlatynizowana forma greckiego imienia męskiego Αρχελαος (Archelaos), które oznacza ""przywódca ludu"", od αρχος (archos) –  ""mistrz, władca, przywódca""  i λαος (laos) – ""lud, ludzie"". Patronem tego imienia jest św. Archelaus, wspominany razem ze św. Cyriakiem (III wiek).
",latin and romanic,male
2177,Arbogast,"Arbogast – imię męskie pochodzenia germańskiego. Pierwszy człon imienia stanowi arbo- – ""dziedzic, dziedzictwo""; drugim członem jest -gast – ""gość""; można je rozumieć jako ""wędrujący dziedzic""[1]. 
",german,male
2178,Apoloniusz,"Apoloniusz - imię męskie pochodzenia greckiego. Wywodzi się od imienia greckiego boga Apollina. Nosili je między innymi grecki poeta żyjący w III wieku p.n.e. i matematyk Apoloniusz z Pergi. Istnieją liczni święci o tym imieniu (m.in. Ojcowie Kościoła Apoloniusz z Efezu i Apoloniusz senator). Jego żeńskim odpowiednikiem jest Apolonia.
",greek,male
2179,Anzelm,"Anzelm (ans <Azowie, bóstwa skandynawskie> + helm <hełm, szyszak>, oznacza strzeżony przez Azów) – imię męskie pochodzenia germańskiego. W Polsce używane od XIII w.
",german,male
2180,Anzelma,"Anzelma (znane też w formie Selma)- żeński odpowiednik imienia Anzelm. W niektórych krajach jako zdrobnienie od tego imienia funkcjonuje forma Selma.
",german,female
2181,Anuncjata,"Anuncjata – imię żeńskie, wywodzące się z łac. annuntio, które oznacza „ogłaszać, obwieszczać, zapowiadać, zwiastować”. Początkowo imię nadawane dla upamiętnienia Zwiastowania Najświętszej Maryi Pannie.
",latin and romanic,female
2182,Arabela,"Arabella, Arabela - imię żeńskie, być może łacińskiego pochodzenia.
",latin and romanic,female
2183,Antypas,"Antypas – imię męskie pochodzenia greckiego, stanowiące skróconą formę imienia Antypater, oznaczającego ""podobny do ojca""[1]. Patronem tego imienia jest św. Antypas, zm. w Azji Mniejszej.
",greek,male
2184,Antyd,"Antyd — imię męskie pochodzenia grecko-łacińskiego, wywodzące się od łac. nazwiska rodowego Antdius, które z kolei pochodzi od greckich imion dwuczłonowych, takich jak Antídamas lub Antídotos[1].
",latin and romanic,male
2185,Antonin,"Antonin – imię pochodzenia łacińskiego, powstałe od męskiego imienia Antoni. Jego żeńskim odpowiednikiem jest Antonina. Imię to nosili liczni święci.
",latin and romanic,female
2186,Antuza,"Antuza – imię żeńskie pochodzenia greckiego, od gr. Ανθουσα (Anthousa), które pochodzi od słowa ανθος (anthos) – ""kwiat"". Patronką tego imienia jest św. Antuza (VIII wiek).
",greek,female
2187,Antonina,"Antonina – imię żeńskie; żeński odpowiednik imienia Antonin; uformowany przy użyciu przyrostka -inus, -ina, oznaczającego przynależność lub pochodzenie, przydomek od nazwy rodowej rodu Antoniuszów. W Polsce Antonina pojawiła się później niż obecna od średniowiecza Antonia[1]; notowana jest co najmniej od 1637 roku[2]. Wśród imion nadawanych nowo narodzonym dzieciom, Antonina w 2017 r. zajmowała 15. miejsce w grupie imion żeńskich[3]. W całej populacji Polek Antonina zajmowała w 2017 r. 90 miejsce (43 462 nadań)[4].
",latin and romanic,female
